Created by Downsizer
////////////////////////////////////////////////////////////
// Station metadata (listed in the same order as the data):
// ID Type Latitude Longitude Elevation
// 01 Aconcagua en Chacabuquito
// 02 Alicahue en Colliguay
// 03 Canal Colorado en Bocatoma
// 04 Estero Pocuro en El Sifon
// 05 Rio Pedernal en Tejada
// 06 Rio Putaendo en Resguardo Los Patos
// 07 Rio Aconcagua en Rio Blanco
// 08 Rio Blanco antes junta Los Leones
// 09 Rio Blanco en Rio Blanco
// 10 Rio Juncal en Juncal
// 11 Rio Sobrante en Pinhadero 
////////////////////////////////////////////////////////////
// Unit: temperature = "fahrenheit " precipitation = in per "day " runoff = ft3 per "sec " elevation = meters
////////////////////////////////////////////////////////////
tmax 0

tmin 0

precip 0

runoff 0

########################################
2000 1 1 0 0 0 1908.41 28.63 -999 8.8 1.41 261.88 448.83 -999 353.41 399.35 19.08
2000 1 2 0 0 0 1844.8 28.27 -999 8.62 1.41 245.27 438.23 -999 331.15 402.89 19.79
2000 1 3 0 0 0 1805.93 27.57 -999 8.84 1.41 238.55 385.22 -999 271.77 381.68 18.73
2000 1 4 0 0 0 1494.92 27.21 -999 9.37 1.41 226.54 186.6 -999 121.57 342.1 18.73
2000 1 5 0 0 0 1381.83 27.57 -999 10 1.41 214.17 140.66 -999 97.19 352.7 19.44
2000 1 6 0 0 0 1438.38 27.92 -999 9.29 1.41 206.39 215.93 -999 135 388.75 19.44
2000 1 7 0 0 0 1466.65 27.57 -999 8.73 1.41 202.86 218.41 -999 129.35 388.75 19.44
2000 1 8 0 0 0 1360.63 27.21 -999 8.62 1.41 198.26 147.02 -999 98.25 360.48 18.73
2000 1 9 0 0 0 1297.01 26.51 -999 8.66 1.41 186.25 124.75 -999 85.17 353.41 18.38
2000 1 10 0 0 0 1304.08 26.15 -999 8.09 1.41 179.89 154.44 -999 101.43 374.61 18.73
2000 1 11 0 0 0 1346.49 26.15 -999 8.23 1.06 174.94 176 -999 115.57 388.75 18.73
2000 1 12 0 0 0 1350.03 26.15 -999 7.99 1.06 171.05 181.65 -999 107.79 388.75 16.26
2000 1 13 0 0 0 1346.49 25.45 -999 8.02 1.41 173.17 183.77 -999 102.84 388.75 14.49
2000 1 14 0 0 0 1328.82 25.8 -999 7.99 1.41 165.75 157.27 -999 91.53 381.68 15.55
2000 1 15 0 0 0 1293.48 25.8 -999 8.06 1.06 165.4 131.12 -999 78.81 367.55 14.84
2000 1 16 0 0 0 1244 26.15 -999 7.53 1.06 160.45 113.44 -999 70.68 343.16 15.2
2000 1 17 0 0 0 1205.13 25.45 -999 7.14 1.06 159.74 116.98 -999 69.27 340.69 15.2
2000 1 18 0 0 0 1219.26 25.45 -999 7.32 1.06 152.67 130.41 -999 79.16 353.41 15.9
2000 1 19 0 0 0 1251.07 24.74 -999 6.82 1.06 148.08 154.09 -999 102.84 364.01 15.2
2000 1 20 0 0 0 1286.41 24.74 -999 6.5 1.06 146.31 196.14 -999 116.63 367.55 14.84
2000 1 21 0 0 0 1321.75 25.45 -999 7.14 1.06 145.25 178.83 -999 90.12 364.01 14.49
2000 1 22 0 0 0 1215.73 25.8 -999 7.24 1.06 140.66 126.52 -999 72.1 353.41 13.78
2000 1 23 0 0 0 1190.99 25.8 -999 6.96 1.06 142.42 124.4 -999 71.04 344.57 12.02
2000 1 24 0 0 0 1183.92 26.15 -999 6.86 1.06 141.72 124.75 -999 82.7 335.74 12.72
2000 1 25 0 0 0 1183.92 26.51 -999 6.61 1.06 139.95 147.37 -999 88 343.87 12.37
2000 1 26 0 0 0 1155.65 26.86 -999 6.4 1.06 134.3 123.34 -999 77.04 348.46 11.66
2000 1 27 0 0 0 1148.58 27.57 -999 6.43 1.06 129.35 123.69 -999 69.27 360.48 11.31
2000 1 28 0 0 0 1113.24 27.92 -999 6.29 1.06 125.11 100.72 -999 63.61 331.5 13.08
2000 1 29 0 0 0 1074.37 28.63 -999 6.43 1.06 130.05 88 -999 58.31 274.25 14.14
2000 1 30 0 0 0 954.21 29.69 -999 6.36 1.06 131.12 83.05 -999 53.72 253.04 12.37
2000 1 31 0 0 0 950.67 28.27 -999 6.15 1.06 124.75 79.87 -999 51.6 258.7 10.96
2000 2 1 0 0 0 1010.75 28.98 -999 6.33 1.06 122.28 83.76 -999 53.36 238.2 10.96
2000 2 2 0 0 0 869.39 29.33 -999 6.5 1.06 119.45 74.57 -999 47 215.58 10.25
2000 2 3 0 0 0 848.18 28.27 -999 6.15 1.06 117.33 75.63 -999 47.71 223.71 11.31
2000 2 4 0 0 0 876.46 27.57 -999 5.34 1.06 120.87 82.7 -999 48.77 243.85 10.6
2000 2 5 0 0 0 848.18 27.57 -999 5.12 1.06 113.44 75.63 -999 47 225.48 9.9
